תאריך הדפסה as400,שעת הדפסה AS400,קו אריזה,תעודת אריזה,TXT5,מיקום,קוד יעד,הערה
160308,82558,2,288942500,לתריס,B-0405,1,                                        
160308,82624,2,288942600,אורבך,B-0302,1,                                        
160308,82632,2,288942700,לב פת,B-1001,1,                                        
160308,82650,2,288942800, איטח,B-0201,1,                                        
160308,82703,2,288942900, איטח,B-0201,1,                                        
160308,82720,2,288943000, איטח,A-0805,1,                                        
160308,82731,2,288943100,אורבך,R-0505,1,                                        
160308,82752,2,288943200,לב פת,B-1001,1,                                        
160308,82806,2,288943300,אורבך,B-0302,1,                                        
160308,82900,2,288943400,אורבך,B-0302,1,                                        
160308,82908,2,288943500,רעננה,A-0601,1,                                        
160308,82926,2,288943600,רעננה,A-0601,1,                                        
160308,82935,2,288943700,אורבך,B-0302,1,                                        
160308,82953,2,288943800,  צפי,B-0701,1,                                        
160308,83028,2,288943900, גולד,A-0403,1,                                        
160308,83203,1,288944000,עמי.ת,D-1401,14,                                        
160308,83459,1,288944100, מלאי,  מלאי,0,                                        
160308,83841,1,288944200, רביד,D-3232,55,                                        
160308,84429,2,288944400,רעננה,A-0601,1,                                        
160308,84437,2,288944500,רעננה,A-0601,1,                                        
160308,84453,2,288944600, אזור,A-0302,1,                                        
160308,84504,2,288944700,אורבך,B-0302,1,                                        
160308,84515,2,288944800,אלומל,B-0601,16,                                        
160308,84538,2,288944900, איטח,B-0201,1,                                        
160308,84545,2,288945000, איטח,B-0201,1,                                        
160308,84559,2,288945100,רעננה,A-0601,1,                                        
160308,84612,2,288945200,כל קל,  בחוץ,1,                                        
160308,84618,2,288945300,אלומל,B-0601,16,                                        
160308,84633,2,288945400, גולד,B-0301,1,                                        
160308,84643,2,288945500,אלומל,B-1101,1,                                        
160308,84657,2,288945600, גולד,B-0301,1,                                        
160308,84727,2,288945700,אלומל,B-1101,1,                                        
160308,84732,2,288945800,אלומל,B-0601,16,                                        
160308,84751,2,288945900,אלומל,B-0601,16,                                        
160308,84829,2,288946000,קאלמא,B-1102,1,                                        
160308,84845,2,288946100,  צפי,B-0701,1,                                        
160308,84851,2,288946200,קאלמא,B-1102,1,                                        
160308,85842,1,288946300, מלאי,  מלאי,1,                                        
160308,90526,1,288946400, ירכא,C-4040,54,                                        
160308,92236,2,288946500, גולד,B-0301,1,                                        
160308,92245,2,288946600,אלומל,B-1101,1,                                        
160308,92258,2,288946700,  צפי,B-0701,1,                                        
160308,92744,2,288946900,רומקל,A-1001,1,                                        
160308,92752,2,288947000,אלומל,B-1101,1,                                        
160308,92809,2,288947100,לב פת,B-1001,1,                                        
160308,92819,2,288947200,לב פת,B-1001,1,                                        
160308,92939,2,288947300,רומקל,A-1001,1,                                        
160308,92944,2,288947400,אלומל,B-1101,1,                                        
160308,93114,2,288947500, איטח,B-0201,1,                                        
160308,93126,2,288947600,רומקל,A-1001,1,                                        
160308,93137,2,288947700,אלומל,B-1101,1,                                        
160308,93907,1,288947800, מלאי,  מלאי,1,                                        
160308,94447,2,288947900, גולד,B-0301,1,                                        
160308,94453,2,288948000,קאלמא,B-1102,1,                                        
160308,94510,2,288948100, גולד,B-0301,1,                                        
160308,94918,1,288948200, מלאי,  מלאי,14,                                        
160308,95038,2,288948300,אלומל,B-1101,1,                                        
160308,95045,2,288948400, איטח,A-0805,1,                                        
160308,95100,2,288948500, גולד,B-0301,1,                                        
160308,95104,2,288948600,קאלמא,B-1102,1,                                        
160308,95449,1,288948700, .א.ת,C-2727,16,                                        
160308,95502,1,288948800,קוסטי,C-0301,14,                                        
160308,95624,2,288948900,רומקל,A-1001,1,                                        
160308,95629,2,288949000,אורבך,  בחוץ,1,                                        
160308,95644,2,288949100,קאלמא,B-1102,1,                                        
160308,95652,2,288949200,אלומל,B-1101,1,                                        
160308,100415,1,288949300,  נאה,D-1101,1,                                        
160308,100430,2,288949400,אורבך,B-0503,1,                                        
160308,100438,2,288949500,אורבך,B-0503,1,                                        
160308,100644,1,288949600,אורבך,  בחוץ,54,                                        
160308,102017,1,288949700,אורבך,  בחוץ,7,                                        
160308,102307,3,288949800,כל.חן,  בחוץ,1,                                        
160308,102447,2,288949900, איטח,A-0805,1,                                        
160308,102454,2,288950000,אלומל,B-0601,16,                                        
160308,102508,2,288950100,רומקל,A-1001,1,                                        
160308,102515,2,288950200,רומקל,A-1001,1,                                        
160308,102538,2,288950300,רעננה,A-0601,1,                                        
160308,102550,2,288950400, איטח,B-0201,1,                                        
160308,102601,2,288950500,אורבך,R-0505,1,                                        
160308,102910,3,288950600, מלאי,  מלאי,1,                                        
160308,104217,2,288950700,רומקל,A-1001,1,                                        
160308,104227,2,288950800, גולד,B-0301,1,                                        
160308,104259,2,288950900,רעננה,A-0601,1,                                        
160308,104309,2,288951000, גולד,B-0301,1,                                        
160308,104322,2,288951100,אלומל,B-0601,16,                                        
160308,104333,2,288951200, גולד,B-0301,1,                                        
160308,104336,2,288951300,אלומל,B-0601,16,                                        
160308,104351,2,288951400, גולד,B-0301,1,                                        
160308,104359,2,288951500,אלומל,B-0601,16,                                        
160308,104707,2,288951600,אלומל,B-1101,1,                                        
160308,104715,2,288951700,אורבך,R-0505,1,                                        
160308,105027,2,288951800,אלומל,B-1101,1,                                        
160308,105034,2,288951900,אלומל,B-1101,1,                                        
160308,105049,2,288952000,אלומל,B-1101,1,                                        
160308,105101,2,288952100,  צפי,B-0701,1,                                        
160308,105110,2,288952200,  פ.ה,A-1102,1,                                        
160308,105122,2,288952300, גולד,B-0301,1,                                        
160308,105131,2,288952400,אלומל,B-0601,16,                                        
160308,105148,2,288952500,  שפר,A-0901,1,                                        
160308,105207,1,288952600, מלאי,  מלאי,1,                                        
160308,105234,3,288952700,כל.חן,  בחוץ,1,                                        
160308,105536,3,288952800,כל.חן,  בחוץ,1,                                        
160308,105617,2,288952900,רומקל,A-1001,1,                                        
160308,105626,2,288953000, איטח,B-0201,1,                                        
160308,105745,3,288953100,אלומל,  בחוץ,16,                                        
160308,105921,2,288953200,רעננה,A-0601,1,                                        
160308,105930,2,288953300,לב פת,B-1001,1,                                        
160308,110454,1,288953400, מלאי,  מלאי,1,                                        
160308,110605,2,288953500,רעננה,A-0601,1,                                        
160308,110610,2,288953600,רעננה,A-0601,1,                                        
160308,110629,2,288953700,אורבך,B-0302,1,                                        
160308,110633,2,288953800,אלומל,B-0502,16,                                        
160308,110655,2,288953900,אורבך,B-0302,1,                                        
160308,110709,2,288954000,  צפי,B-0701,1,                                        
160308,110716,2,288954100,אלומל,B-0601,16,                                        
160308,111917,1,288954200, מלאי,  מלאי,1,                                        
160308,112326,2,288954300,.מחסן,  בחוץ,16,                                        
160308,113312,3,288954400, מלאי,  מלאי,1,                                        
160308,114215,1,288954500,אלומל,  בחוץ,14,                                        
160308,122232,2,288954600,אורבך,B-0302,1,                                        
160308,122238,2,288954700,  צפי,B-0701,1,                                        
160308,122252,2,288954800,אלומל,B-0601,16,                                        
160308,122259,2,288954900,אלומל,B-0601,16,                                        
160308,122313,2,288955000,אורבך,B-0302,1,                                        
160308,122324,2,288955100,אורבך,B-0302,1,                                        
160308,122333,2,288955200,קאלמא,B-1102,1,                                        
160308,122346,2,288955300,אלומל,B-0601,16,                                        
160308,122350,2,288955400, איטח,B-0201,1,                                        
160308,122404,2,288955500,  צפי,B-0701,1,                                        
160308,122408,2,288955600,אלומל,B-0601,16,                                        
160308,122422,2,288955700,אורבך,B-0302,1,                                        
160308,122431,2,288955800,  צפי,B-0701,1,                                        
160308,122445,2,288955900,אלומל,B-0601,16,                                        
160308,122457,2,288956000,אלומל,B-0601,16,                                        
160308,122758,1,288956100, מלאי,  מלאי,1,                                        
160308,122831,3,288956200, מלאי,  מלאי,1,                                        
160308,123025,2,288956300,אורבך,B-0302,1,                                        
160308,123041,2,288956400,  צפי,B-0701,1,                                        
160308,123049,2,288956500,  צפי,B-0701,1,                                        
160308,123415,3,288956600, מלאי,  מלאי,14,                                        
160308,123614,1,288956700, סנטר,C-4444,10,                                        
160308,124534,3,288956800, מלאי,  מלאי,1,                                        
160308,124836,3,288956900, גולד,  בחוץ,1,                                        
160308,125052,1,288957000, מלאי,  מלאי,1,                                        
160308,130329,1,288957100, מלאי,  מלאי,1,                                        
160308,131422,2,288957200,רומקל,A-1001,1,                                        
160308,131427,2,288957300,  צפי,B-0701,1,                                        
160308,131440,2,288957400,צ.ח.י,B-0504,1,                                        
160308,131449,2,288957500,לב פת,B-1001,1,                                        
160308,131504,2,288957600,רומקל,A-1001,1,                                        
160308,131604,2,288957700,רומקל,A-1001,1,                                        
160308,131611,2,288957800, איטח,A-0805,1,                                        
160308,131620,2,288957900, גולד,B-0301,1,                                        
160308,131628,2,288958000,אלומל,B-1101,1,                                        
160308,131633,2,288958100, איטח,B-0201,1,                                        
160308,131911,2,288958200,רומקל,A-1001,1,                                        
160308,131925,2,288958300, גולד,B-0301,1,                                        
160308,131933,2,288958400,אלומל,B-1101,1,                                        
160308,132035,1,288958500,עמי.ת,  בחוץ,10,                                        
160308,132048,2,288958600, איטח,B-0201,1,                                        
160308,132056,3,288958700, מלאי,  מלאי,1,                                        
160308,132240,2,288958800,אלומל,  בחוץ,16,                                        
160308,132245,2,288958900,אלומל,B-1101,1,                                        
160308,132742,1,288959000, .א.ת,C-2727,16,                                        
160308,132957,2,288959100, איטח,A-0805,1,                                        
160308,133014,2,288959200,לב פת,B-1001,1,                                        
160308,133030,2,288959300,רומקל,A-1001,1,                                        
160308,133036,2,288959400,אלומל,B-1101,1,                                        
160308,133050,2,288959500,לב פת,B-1001,1,                                        
160308,133058,2,288959600,אורבך,B-0302,1,                                        
160308,133638,1,288959700,קוסטי,C-0301,14,                                        
160308,134323,3,288959800,כל.חן,  בחוץ,1,                                        
160308,134526,1,288959900,לתריס,  בחוץ,7,                                        
160308,141833,1,288960100, מלאי,  מלאי,14,                                        
160308,142008,2,288960200, מלאי,  מלאי,14,                                        
160308,142248,1,288960300, איטח,  בחוץ,54,                                        
160308,142356,2,288960400, מלאי,  מלאי,14,                                        
160308,143214,2,288960500,עמי.ת,C-1102,10,                                        
160308,145142,1,288960600, מלאי,  מלאי,1,                                        
160308,145830,1,288960700,עמי.ת,  בחוץ,10,                                        
160308,150048,2,288960800, מלאי,  מלאי,1,                                        
160308,150310,1,288960900, מלאי,  מלאי,1,                                        
160308,150851,1,288961000,כל קל,  בחוץ,1,                                        
160308,151037,2,288961100, גלרן,D-4242,1,                                        
160308,153125,1,288961200, מלאי,  מלאי,1,                                        
160308,153350,2,288961300, גלרן,D-4242,1,                                        
160308,153820,1,288961400,כל.חן,  בחוץ,1,                                        
160308,155914,2,288961500, מלאי,  מלאי,1,                                        
160308,155927,2,288961600, מלאי,  מלאי,0,                                        
160308,161106,2,288961700, מלאי,  מלאי,14,                                        
160308,161917,1,288961800,כל.חן,  בחוץ,1,                                        
160308,162034,2,288961900,רעננה,  בחוץ,1,                                        
160308,162657,2,288962000, מלאי,  מלאי,1,                                        
160308,162829,2,288962100, מלאי,  מלאי,2,                                        
160308,162854,2,288962200,אלומל,B-1001,16,                                        
160308,162905,2,288962300, מלאי,  מלאי,2,                                        
160308,163218,1,288962400,מריומ,  בחוץ,1,                                        
160308,164258,2,288962500, מלאי,  מלאי,1,                                        
160308,170608,2,288962600,אורבך,  בחוץ,1,                                        
160308,170624,2,288962700,לתריס,R-0202,1,                                        
160308,170639,2,288962800, איטח,  בחוץ,1,                                        
160308,170646,2,288962900,אלומל,G-0401,16,                                        
160308,170713,2,288963000,אלומל,G-0501,16,                                        
160308,170900,2,288963100, איטח,  בחוץ,1,                                        
160308,170909,2,288963200,אורבך,  בחוץ,1,                                        
160308,170918,2,288963300,לתריס,  בחוץ,1,                                        
160308,170932,2,288963400,אלומל,B-0701,16,                                        
160308,170944,2,288963500, מלאי,  מלאי,2,                                        
160308,171117,2,288963600,אלומל,G-0501,16,                                        
160308,171133,2,288963700, מלאי,  מלאי,2,                                        
160308,172512,1,288963800, מלאי,  מלאי,41,                                        
160308,172838,5,288963900,טרליד,  בחוץ,1,                                        
160308,172848,5,288964000, מלאי,  מלאי,1,                                        
160308,173412,1,288964100, מלאי,  מלאי,1,                                        
160308,182433,5,288964200, מלאי,  מלאי,14,                                        
160308,183328,5,288964300, מלאי,  מלאי,1,                                        
160308,184134,5,288964400, סקיי,  בחוץ,1,                                        
160308,185632,5,288964500, מלאי,  מלאי,1,                                        
160308,191346,1,288964600, מלאי,  מלאי,14,                                        
160308,192042,5,288964700, איטח,  בחוץ,7,                                        
160308,192701,2,288964800,אלומל,G-0501,16,                                        
160308,192721,2,288964900, מלאי,  מלאי,2,                                        
160308,192754,2,288965000,לתריס,B-1101,1,                                        
160308,192812,2,288965100,אורבך,  בחוץ,1,                                        
160308,192838,2,288965200,אלומל,B-0105,16,                                        
160308,194915,2,288965300, מלאי,  מלאי,2,                                        
160308,194927,2,288965400, מלאי,  מלאי,2,                                        
160308,200002,5,288965500, איטח,D-1101,7,                                        
160308,200011,5,288965600, איטח,D-1001,54,                                        
160308,200823,1,288965700, מלאי,  מלאי,14,                                        
160308,202523,5,288965800, מלאי,  מלאי,14,                                        
160308,202837,5,288965900, מלאי,  מלאי,1,                                        
160308,202948,2,288966000, ירכא,  בחוץ,1,                                        
160308,204948,2,288966100,  שפר,  בחוץ,1,                                        
160308,205352,1,288966200,כל.חן,  בחוץ,1,                                        
160308,210729,2,288966300, מלאי,  מלאי,2,                                        
160308,210948,1,288966400,עמי.ת,  בחוץ,10,                                        
160308,211946,1,288966500, מלאי,  מלאי,1,                                        
160308,213032,1,288966600, מלאי,  מלאי,1,                                        
160308,213412,1,288966700, מלאי,  מלאי,0,                                        
160308,214246,2,288966800,אלומל,B-0701,16,                                        
160308,220959,2,288966900, מלאי,  מלאי,2,                                        
160308,221155,1,288967000,  שפר,  בחוץ,2,                                        
160308,221207,1,288967100,  שפר,  בחוץ,2,                                        
160308,221222,1,288967200,  שפר,  בחוץ,2,                                        
160308,221321,2,288967300, איטח,B-0503,1,                                        
160308,221335,2,288967400,אלומל,G-0301,16,                                        
160308,221351,2,288967500, מלאי,  מלאי,2,                                        
160308,222229,1,288967600, מלאי,  מלאי,1,                                        
160308,223220,2,288967700,אלומל,G-0101,16,                                        
160308,223233,2,288967800, מלאי,  מלאי,2,                                        
160308,223306,2,288967900, מלאי,  מלאי,2,                                        
160308,223340,2,288968000,אלומל,G-0601,16,                                        
160308,223348,2,288968100, מלאי,  מלאי,2,                                        
160308,223423,2,288968200,אלומל,B-0201,16,                                        
160308,223432,2,288968300, מלאי,  מלאי,2,                                        
160308,223456,2,288968400,אלומל,G-0201,16,                                        
160308,223505,2,288968500, מלאי,  מלאי,2,                                        
160308,223531,2,288968600, מלאי,  מלאי,2,                                        
160308,223548,2,288968700, מלאי,  מלאי,2,                                        
160308,224910,1,288968800, מלאי,  מלאי,1,                                        
160308,231123,1,288968900, מלאי,  מלאי,1,                                        
160308,233208,2,288969000,אלומל,G-0201,16,                                        
160308,233224,2,288969100, מלאי,  מלאי,2,                                        
160308,233247,2,288969200,אלומל,G-0102,16,                                        
160308,233255,2,288969300, מלאי,  מלאי,2,                                        
160308,233316,2,288969400, מלאי,  מלאי,2,                                        
160308,233422,2,288969500,אלומל,G-0102,16,                                        
160308,233800,1,288969600, מלאי,  מלאי,1,                                        
160308,233951,1,288969700, מלאי,  מלאי,0,                                        
160308,234024,1,288969800, מלאי,  מלאי,14,                                        
160308,234041,1,288969900, סנטר,C-4444,10,                                        
160308,234055,1,288970000,אלומל,  בחוץ,7,                                        
160308,234111,1,288970100, איטח,  בחוץ,1,                                        
160308,234120,1,288970200, מלאי,  מלאי,1,                                        
160308,235710,1,288970300, מלאי,  מלאי,14,                                        
160308,235736,1,288970400,אלומל,  בחוץ,16,                                        
160309,2748,1,288970500, מלאי,  מלאי,1,                                        
160309,3922,1,288970600,טרליד,  בחוץ,1,                                        
160309,4716,1,288970700,טרליד,  בחוץ,1,                                        
160309,5414,2,288970800, מלאי,  מלאי,2,                                        
160309,5635,1,288970900,טרליד,  בחוץ,1,                                        
160309,10456,2,288971000, מלאי,  מלאי,2,                                        
160309,10510,2,288971100, מלאי,  מלאי,2,                                        
160309,10526,2,288971200,אלומל,  בחוץ,16,                                        
160309,10542,2,288971300,אלומל,  בחוץ,16,                                        
160309,10618,2,288971400, איטח,  בחוץ,1,                                        
160309,10643,2,288971500,  פ.ה,  בחוץ,1,                                        
160309,10650,2,288971600, מלאי,  מלאי,2,                                        
160309,10813,1,288971700,טרליד,  בחוץ,1,                                        
160309,11653,1,288971800,טרליד,  בחוץ,1,                                        
160309,12752,1,288971900, מלאי,  מלאי,1,                                        
160309,13530,1,288972000, מלאי,  מלאי,1,                                        
160309,13553,1,288972100, מלאי,  מלאי,14,                                        
160309,13900,2,288972200,אלומל,R-0202,16,                                        
160309,14620,1,288972300,  פ.ה,A-1102,1,                                        
160309,14907,2,288972400, מלאי,  מלאי,2,                                        
160309,15636,1,288972500, מלאי,  מלאי,1,                                        
160309,23257,2,288972600, מלאי,  מלאי,2,                                        
160309,23309,2,288972700, מלאי,  מלאי,2,                                        
160309,24109,1,288972800, מלאי,  מלאי,1,                                        
160309,24753,2,288972900,אלומל,R-0202,16,                                        
160309,30208,2,288973000, מלאי,  מלאי,2,                                        
160309,30857,2,288973100, מלאי,  מלאי,2,                                        
160309,30913,2,288973200, מלאי,  מלאי,2,                                        
160309,31058,1,288973300, מלאי,  מלאי,14,                                        
160309,31654,2,288973400, איטח,A-0505,1,                                        
160309,31706,2,288973500,לב פת,A-1502,1,                                        
160309,31715,2,288973600, מלאי,  מלאי,2,                                        
160309,31737,2,288973700,לתריס,B-1101,1,                                        
160309,31750,2,288973800, בליס,A-1501,1,                                        
160309,31759,2,288973900, מלאי,  מלאי,2,                                        
160309,31820,2,288974000,אלומל,B-0702,16,                                        
160309,31830,2,288974100, מלאי,  מלאי,2,                                        
160309,31853,2,288974200,אלומל,B-0601,16,                                        
160309,31902,2,288974300, מלאי,  מלאי,2,                                        
160309,31920,2,288974400, מלאי,  מלאי,2,                                        
160309,31941,2,288974500,רעננה,  בחוץ,1,                                        
160309,31953,2,288974600, מלאי,  מלאי,2,                                        
160309,32009,2,288974700,אלומל,R-0202,16,                                        
160309,33409,1,288974800, מלאי,  מלאי,14,                                        
160309,33430,1,288974900, מלאי,  מלאי,0,                                        
160309,33514,1,288975000, מלאי,  מלאי,14,                                        
160309,35717,1,288975100, מלאי,  מלאי,1,                                        
160309,40016,2,288975200, איטח,B-1201,1,                                        
160309,40025,2,288975300, מלאי,  מלאי,2,                                        
160309,40105,2,288975400,אלומל,R-0202,16,                                        
160309,40116,2,288975500, מלאי,  מלאי,2,                                        
160309,40200,2,288975600, מלאי,  מלאי,2,                                        
160309,40224,2,288975700,אלומל,R-0202,16,                                        
160309,40232,2,288975800, מלאי,  מלאי,2,                                        
160309,41230,1,288975900, מלאי,  מלאי,1,                                        
160309,43025,2,288976000,אורבך,B-1102,1,                                        
160309,43041,2,288976100, מלאי,  מלאי,2,                                        
160309,43922,1,288976200, מלאי,  מלאי,1,                                        
160309,45117,2,288976300,אלומל,A-0302,16,                                        
160309,45124,2,288976400, מלאי,  מלאי,2,                                        
160309,45146,2,288976500, איטח,B-0701,1,                                        
160309,45155,2,288976600, מלאי,  מלאי,2,                                        
160309,45228,2,288976700, מלאי,  מלאי,2,                                        
160309,45248,2,288976800, איטח,A-0505,1,                                        
160309,45356,1,288976900, מלאי,  מלאי,1,                                        
160309,45942,2,288977000, מלאי,  מלאי,2,                                        
160309,50654,1,288977100, מלאי,  מלאי,1,                                        
160309,50919,1,288977200, מלאי,  מלאי,0,                                        
160309,50959,1,288977300, מלאי,  מלאי,14,                                        
160309,51016,1,288977400, איטח,D-1201,1,                                        
160309,51855,2,288977500,אלומל,B-0601,16,                                        
160309,51906,2,288977600, מלאי,  מלאי,2,                                        
160309,51946,2,288977700,  צפי,  בחוץ,1,                                        
160309,51958,2,288977800,אלומל,  בחוץ,16,                                        
160309,52013,2,288977900,אלומל,R-0202,16,                                        
160309,52022,2,288978000, מלאי,  מלאי,2,                                        
160309,52131,1,288978100, מלאי,  מלאי,1,                                        
160309,53140,1,288978200, מלאי,  מלאי,1,                                        
160309,54535,1,288978300, מלאי,  מלאי,1,                                        
160309,61330,2,288978400,אורבך,  בחוץ,1,                                        
160309,61338,2,288978500,לתריס,  בחוץ,1,                                        
160309,61349,2,288978600,אלומל,G-0601,16,                                        
160309,61355,2,288978700, מלאי,  מלאי,2,                                        
160309,61419,2,288978800,אלומל,G-0601,16,                                        
160309,61613,2,288978900,אלומל,G-0601,16,                                        
160309,61739,2,288979000,אלומל,G-0601,16,                                        
160309,61809,1,288979100, מלאי,  מלאי,1,                                        
160309,62127,2,288979200,אלומל,A-0302,16,                                        
160309,62142,2,288979300,אלומל,A-0302,16,                                        
160309,62154,2,288979400,אלומל,R-0202,16,                                        
160309,62159,2,288979500, מלאי,  מלאי,2,                                        
160309,62240,2,288979600,אלומל,A-0302,16,                                        
160309,62252,2,288979700, מלאי,  מלאי,2,                                        
160309,62915,2,288979800, מלאי,  מלאי,2,                                        
160309,63242,1,288979900, מלאי,  מלאי,1,                                        
160309,63736,2,288980000,אלומל,A-0804,16,                                        
160309,63741,2,288980100, מלאי,  מלאי,2,                                        
160309,63833,2,288980200,אלומל,A-0302,16,                                        
160309,63841,2,288980300, איטח,A-1303,1,                                        
160309,63900,2,288980400,אלומל,A-0302,16,                                        
160309,63915,2,288980500, מלאי,  מלאי,2,                                        
160309,63933,2,288980600, מלאי,  מלאי,2,                                        
160309,63954,2,288980700,לב פת,  בחוץ,1,                                        
160309,63959,2,288980800, בליס,  בחוץ,1,                                        
160309,64038,2,288980900,אלומל,R-0202,16,                                        
160309,64047,2,288981000, מלאי,  מלאי,2,                                        
160309,64616,1,288981100, מלאי,  מלאי,1,                                        
160309,70018,1,288981200, מלאי,  מלאי,1,                                        
160309,71704,5,288981300,  שפר,  בחוץ,2,                                        
160309,71955,1,288981400, מלאי,  מלאי,1,                                        
160309,72459,1,288981500, סנטר,C-4444,10,                                        
160309,72745,1,288981600,קוסטי,C-0901,16,                                        
160309,73108,1,288981700,עמי.ת,  בחוץ,14,                                        
160309,73117,1,288981800,אלומל,  בחוץ,16,                                        
160309,73210,1,288981900, מלאי,  מלאי,1,                                        
160309,81013,1,288982000, מלאי,  מלאי,1,                                        
160309,81836,1,288982100, סנטר,C-4444,10,                                        
160309,82017,5,288982200,  שפר,D-1204,2,                                        
160309,82459,1,288982300, מלאי,  מלאי,1,                                        
